campaign_id,age,gender,interest_id,clicks,spent
916,35-39,F,111,20,31.78
916,35-39,F,111,30,45.37
916,35-39,F,111,40,59.57
916,35-39,F,111,50,72.99
916,35-39,F,111,100,153.78
916,35-39,F,111,200,295.43
916,35-39,F,111,300,459.10
916,35-39,F,111,400,547.96
916,35-39,F,111,500,565.85
916,35-39,F,111,1000,565.85
916,35-39,F,112,0,0.00
916,35-39,F,112,5,4.34
916,35-39,F,112,10,9.82
916,35-39,F,112,20,27.33
916,35-39,F,112,30,40.92
916,35-39,F,112,40,55.12
916,35-39,F,112,50,68.34
916,35-39,F,112,100,148.95
916,35-39,F,112,200,289.68
916,35-39,F,112,300,454.51
916,35-39,F,112,400,544.21
916,35-39,F,112,500,562.09
916,35-39,F,112,1000,562.09
916,35-39,F,113,0,0.00
916,35-39,F,113,5,6.15
916,35-39,F,113,10,10.87
916,35-39,F,113,20,29.61
916,35-39,F,113,30,43.49
916,35-39,F,113,40,57.69
916,35-39,F,113,50,70.91
916,35-39,F,113,100,151.92
916,35-39,F,113,200,293.81
916,35-39,F,113,300,457.48
916,35-39,F,113,400,547.15
916,35-39,F,113,500,565.03
916,35-39,F,113,1000,565.03
916,35-39,F,108,0,0.00
916,35-39,F,108,5,6.02
916,35-39,F,108,10,11.50
916,35-39,F,108,20,30.25
916,35-39,F,108,30,43.83
916,35-39,F,108,40,58.03
916,35-39,F,108,50,71.25
916,35-39,F,108,100,153.07
916,35-39,F,108,200,294.72
916,35-39,F,108,300,458.39
916,35-39,F,108,400,547.65
916,35-39,F,108,500,565.53
916,35-39,F,108,1000,565.53
916,35-39,F,109,0,0.00
916,35-39,F,109,5,4.31
916,35-39,F,109,10,9.79
916,35-39,F,109,20,28.53
916,35-39,F,109,30,41.24
916,35-39,F,109,40,55.03
916,35-39,F,109,50,68.25
916,35-39,F,109,100,147.76
916,35-39,F,109,200,291.11
916,35-39,F,109,300,458.64
916,35-39,F,109,400,548.43
916,35-39,F,109,500,564.43
916,35-39,F,109,1000,564.43
916,35-39,F,114,0,0.19
916,35-39,F,114,5,6.83
916,35-39,F,114,10,12.31
916,35-39,F,114,20,31.06
916,35-39,F,114,30,44.64
916,35-39,F,114,40,58.84
916,35-39,F,114,50,72.06
916,35-39,F,114,100,153.07
916,35-39,F,114,200,294.72
916,35-39,F,114,300,458.39
916,35-39,F,114,400,547.65
916,35-39,F,114,500,565.53
916,35-39,F,114,1000,565.53
916,35-39,F,104,0,0.00
916,35-39,F,104,5,6.96
916,35-39,F,104,10,12.44
916,35-39,F,104,20,31.18
916,35-39,F,104,30,44.77
916,35-39,F,104,40,58.97
916,35-39,F,104,50,72.19
916,35-39,F,104,100,157.21
916,35-39,F,104,200,298.28
916,35-39,F,104,300,461.71
916,35-39,F,104,400,550.97
916,35-39,F,104,500,568.85
916,35-39,F,104,1000,568.85
916,35-39,F,106,0,0.00
916,35-39,F,106,5,5.92
916,35-39,F,106,10,11.40
916,35-39,F,106,20,29.42
916,35-39,F,106,30,43.12
916,35-39,F,106,40,57.32
916,35-39,F,106,50,70.54
916,35-39,F,106,100,152.37
916,35-39,F,106,200,296.68
916,35-39,F,106,300,460.18
916,35-39,F,106,400,549.44
916,35-39,F,106,500,567.33
916,35-39,F,106,1000,567.33
916,40-44,M,15,0,0.00
916,40-44,M,15,5,7.30
916,40-44,M,15,10,13.98
916,40-44,M,15,20,33.59
916,40-44,M,15,30,46.85
916,40-44,M,15,40,62.56
916,40-44,M,15,50,83.56
916,40-44,M,15,100,168.30
916,40-44,M,15,200,340.21
916,40-44,M,15,300,502.90
916,40-44,M,15,400,585.30
916,40-44,M,15,500,598.18
916,40-44,M,15,1000,598.18
916,40-44,M,16,0,0.11
916,40-44,M,16,5,7.23
916,40-44,M,16,10,13.91
916,40-44,M,16,20,32.64
916,40-44,M,16,30,49.56
916,40-44,M,16,40,65.69
916,40-44,M,16,50,87.96
916,40-44,M,16,100,179.88
916,40-44,M,16,200,344.47
916,40-44,M,16,300,507.01
916,40-44,M,16,400,586.26
916,40-44,M,16,500,599.15
916,40-44,M,16,1000,599.15
916,40-44,M,20,0,0.08
916,40-44,M,20,5,7.19
916,40-44,M,20,10,13.88
916,40-44,M,20,20,32.70
916,40-44,M,20,30,47.87
916,40-44,M,20,40,64.26
916,40-44,M,20,50,84.85
916,40-44,M,20,100,169.70
916,40-44,M,20,200,337.29
916,40-44,M,20,300,498.95
916,40-44,M,20,400,581.34
916,40-44,M,20,500,594.22
916,40-44,M,20,1000,594.22
916,40-44,M,28,0,0.00
916,40-44,M,28,5,7.05
916,40-44,M,28,10,13.19
916,40-44,M,28,20,32.00
916,40-44,M,28,30,47.18
916,40-44,M,28,40,63.57
916,40-44,M,28,50,84.04
916,40-44,M,28,100,172.15
916,40-44,M,28,200,333.42
916,40-44,M,28,300,497.94
916,40-44,M,28,400,581.36
916,40-44,M,28,500,594.24
916,40-44,M,28,1000,594.24
916,40-44,M,29,0,0.00
916,40-44,M,29,5,6.84
916,40-44,M,29,10,13.52
916,40-44,M,29,20,32.34
916,40-44,M,29,30,47.00
916,40-44,M,29,40,58.72
916,40-44,M,29,50,79.17
916,40-44,M,29,100,165.85
916,40-44,M,29,200,331.11
916,40-44,M,29,300,473.82
916,40-44,M,29,400,556.21
916,40-44,M,29,500,569.10
916,40-44,M,29,1000,569.10
916,40-44,M,27,0,0.59
916,40-44,M,27,5,8.24
916,40-44,M,27,10,14.93
916,40-44,M,27,20,33.80
916,40-44,M,27,30,47.91
916,40-44,M,27,40,63.56
916,40-44,M,27,50,84.15
916,40-44,M,27,100,173.15
916,40-44,M,27,200,341.32
916,40-44,M,27,300,504.31
916,40-44,M,27,400,586.70
916,40-44,M,27,500,599.93
916,40-44,M,27,1000,599.93
916,40-44,M,31,0,0.56
916,40-44,M,31,5,8.09
916,40-44,M,31,10,14.78
916,40-44,M,31,20,33.60
916,40-44,M,31,30,48.77
916,40-44,M,31,40,65.16
916,40-44,M,31,50,85.34
916,40-44,M,31,100,173.80
916,40-44,M,31,200,340.73
916,40-44,M,31,300,502.40
916,40-44,M,31,400,584.79
916,40-44,M,31,500,597.67
916,40-44,M,31,1000,597.67
916,40-44,M,7,0,0.00
916,40-44,M,7,5,6.92
916,40-44,M,7,10,13.61
916,40-44,M,7,20,32.42
916,40-44,M,7,30,47.60
916,40-44,M,7,40,63.99
916,40-44,M,7,50,84.58
916,40-44,M,7,100,173.43
916,40-44,M,7,200,340.59
916,40-44,M,7,300,502.26
916,40-44,M,7,400,584.65
916,40-44,M,7,500,597.53
916,40-44,M,7,1000,597.53
916,40-44,M,30,0,0.00
916,40-44,M,30,5,7.01
916,40-44,M,30,10,13.70
916,40-44,M,30,20,32.52
916,40-44,M,30,30,47.10
916,40-44,M,30,40,64.08
916,40-44,M,30,50,84.67
916,40-44,M,30,100,173.52
916,40-44,M,30,200,340.73
916,40-44,M,30,300,502.40
916,40-44,M,30,400,584.79
916,40-44,M,30,500,597.67
916,40-44,M,30,1000,597.67
916,40-44,M,24,0,0.53
916,40-44,M,24,5,7.65
916,40-44,M,24,10,14.33
916,40-44,M,24,20,33.98
916,40-44,M,24,30,47.81
916,40-44,M,24,40,63.95
916,40-44,M,24,50,84.36
916,40-44,M,24,100,172.89
916,40-44,M,24,200,340.06
916,40-44,M,24,300,501.72
916,40-44,M,24,400,584.11
916,40-44,M,24,500,597.00
916,40-44,M,24,1000,597.00
916,40-44,M,21,0,0.23
916,40-44,M,21,5,7.28
916,40-44,M,21,10,14.90
916,40-44,M,21,20,34.58
916,40-44,M,21,30,51.50
916,40-44,M,21,40,67.89
916,40-44,M,21,50,87.35
916,40-44,M,21,100,173.52
916,40-44,M,21,200,341.31
916,40-44,M,21,300,501.88
916,40-44,M,21,400,584.28
916,40-44,M,21,500,597.16
916,40-44,M,21,1000,597.16
916,40-44,M,32,0,0.00
916,40-44,M,32,5,7.07
916,40-44,M,32,10,13.76
916,40-44,M,32,20,32.58
916,40-44,M,32,30,49.42
916,40-44,M,32,40,69.38
916,40-44,M,32,50,90.30
916,40-44,M,32,100,178.33
916,40-44,M,32,200,346.61
916,40-44,M,32,300,507.60
916,40-44,M,32,400,588.60
916,40-44,M,32,500,601.48
916,40-44,M,32,1000,601.48
916,40-44,M,18,0,0.23
916,40-44,M,18,5,7.61
916,40-44,M,18,10,14.30
916,40-44,M,18,20,32.39
916,40-44,M,18,30,46.61
916,40-44,M,18,40,62.31
916,40-44,M,18,50,82.16
916,40-44,M,18,100,176.98
916,40-44,M,18,200,346.02
916,40-44,M,18,300,510.86
916,40-44,M,18,400,589.54
916,40-44,M,18,500,602.42
916,40-44,M,18,1000,602.42
916,40-44,M,63,0,0.58
916,40-44,M,63,5,7.83
916,40-44,M,63,10,14.52
916,40-44,M,63,20,33.33
916,40-44,M,63,30,49.15
916,40-44,M,63,40,65.90
916,40-44,M,63,50,86.92
916,40-44,M,63,100,176.47
916,40-44,M,63,200,337.40
916,40-44,M,63,300,494.23
916,40-44,M,63,400,576.63
916,40-44,M,63,500,589.51
916,40-44,M,63,1000,589.51
916,40-44,M,65,0,0.00
916,40-44,M,65,5,6.82
916,40-44,M,65,10,13.51
916,40-44,M,65,20,32.33
916,40-44,M,65,30,47.24
916,40-44,M,65,40,60.94
916,40-44,M,65,50,81.53
916,40-44,M,65,100,170.78
916,40-44,M,65,200,338.23
916,40-44,M,65,300,499.89
916,40-44,M,65,400,582.28
916,40-44,M,65,500,595.17
916,40-44,M,65,1000,595.17
916,40-44,M,25,0,0.00
916,40-44,M,25,5,5.13
916,40-44,M,25,10,11.82
916,40-44,M,25,20,30.58
916,40-44,M,25,30,45.16
916,40-44,M,25,40,61.55
916,40-44,M,25,50,82.14
916,40-44,M,25,100,171.63
916,40-44,M,25,200,338.98
916,40-44,M,25,300,500.26
916,40-44,M,25,400,583.10
916,40-44,M,25,500,595.98
916,40-44,M,25,1000,595.98
916,40-44,M,10,0,0.11
916,40-44,M,10,5,7.22
916,40-44,M,10,10,14.34
916,40-44,M,10,20,33.16
916,40-44,M,10,30,48.34
916,40-44,M,10,40,66.29
916,40-44,M,10,50,87.27
916,40-44,M,10,100,179.20
916,40-44,M,10,200,341.08
916,40-44,M,10,300,442.02
916,40-44,M,10,400,504.41
916,40-44,M,10,500,517.29
916,40-44,M,10,1000,517.29
916,40-44,M,19,0,0.65
916,40-44,M,19,5,7.76
916,40-44,M,19,10,14.45
916,40-44,M,19,20,32.29
916,40-44,M,19,30,47.47
916,40-44,M,19,40,63.46
916,40-44,M,19,50,84.38
916,40-44,M,19,100,178.37
916,40-44,M,19,200,343.03
916,40-44,M,19,300,504.69
916,40-44,M,19,400,586.91
916,40-44,M,19,500,599.79
916,40-44,M,19,1000,599.79
916,40-44,M,26,0,0.10
916,40-44,M,26,5,7.21
916,40-44,M,26,10,13.90
916,40-44,M,26,20,32.72
916,40-44,M,26,30,47.89
916,40-44,M,26,40,64.28
916,40-44,M,26,50,85.89
916,40-44,M,26,100,172.02
916,40-44,M,26,200,336.61
916,40-44,M,26,300,499.15
916,40-44,M,26,400,581.39
916,40-44,M,26,500,594.28
916,40-44,M,26,1000,594.28
916,40-44,M,36,0,0.00
916,40-44,M,36,5,7.06
916,40-44,M,36,10,13.75
916,40-44,M,36,20,32.57
916,40-44,M,36,30,47.74
916,40-44,M,36,40,64.13
916,40-44,M,36,50,84.72
916,40-44,M,36,100,173.57
916,40-44,M,36,200,340.73
916,40-44,M,36,300,502.40
916,40-44,M,36,400,584.79
916,40-44,M,36,500,597.67
916,40-44,M,36,1000,597.67
916,40-44,M,23,0,0.10
916,40-44,M,23,5,7.61
916,40-44,M,23,10,14.67
916,40-44,M,23,20,33.86
916,40-44,M,23,30,49.04
916,40-44,M,23,40,65.43
916,40-44,M,23,50,86.02
916,40-44,M,23,100,174.86
916,40-44,M,23,200,342.03
916,40-44,M,23,300,504.06
916,40-44,M,23,400,585.74
916,40-44,M,23,500,598.63
916,40-44,M,23,1000,598.63
916,40-44,M,64,0,0.15
916,40-44,M,64,5,7.27
916,40-44,M,64,10,13.95
916,40-44,M,64,20,33.52
916,40-44,M,64,30,48.54
916,40-44,M,64,40,66.49
916,40-44,M,64,50,82.70
916,40-44,M,64,100,170.63
916,40-44,M,64,200,338.56
916,40-44,M,64,300,500.22
916,40-44,M,64,400,582.61
916,40-44,M,64,500,595.49
916,40-44,M,64,1000,595.49
916,40-44,M,22,0,0.00
916,40-44,M,22,5,6.54
916,40-44,M,22,10,13.16
916,40-44,M,22,20,31.47
916,40-44,M,22,30,46.06
916,40-44,M,22,40,61.80
916,40-44,M,22,50,81.56
916,40-44,M,22,100,167.77
916,40-44,M,22,200,335.42
916,40-44,M,22,300,497.08
916,40-44,M,22,400,579.20
916,40-44,M,22,500,592.08
916,40-44,M,22,1000,592.08
916,40-44,M,2,0,0.00
916,40-44,M,2,5,6.99
916,40-44,M,2,10,13.53
916,40-44,M,2,20,32.08
916,40-44,M,2,30,47.25
916,40-44,M,2,40,63.64
916,40-44,M,2,50,84.23
916,40-44,M,2,100,173.08
916,40-44,M,2,200,340.19
916,40-44,M,2,300,502.27
916,40-44,M,2,400,584.67
916,40-44,M,2,500,596.96
916,40-44,M,2,1000,596.96
916,40-44,M,66,0,0.00
916,40-44,M,66,5,6.82
916,40-44,M,66,10,13.51
916,40-44,M,66,20,32.33
916,40-44,M,66,30,47.50
916,40-44,M,66,40,63.89
916,40-44,M,66,50,84.48
916,40-44,M,66,100,173.33
916,40-44,M,66,200,340.49
916,40-44,M,66,300,502.16
916,40-44,M,66,400,584.55
916,40-44,M,66,500,597.43
916,40-44,M,66,1000,597.43
916,40-44,M,100,0,0.00
916,40-44,M,100,5,6.77
916,40-44,M,100,10,13.45
916,40-44,M,100,20,32.27
916,40-44,M,100,30,47.45
916,40-44,M,100,40,63.83
916,40-44,M,100,50,84.42
916,40-44,M,100,100,173.27
916,40-44,M,100,200,340.44
916,40-44,M,100,300,502.10
916,40-44,M,100,400,584.50
916,40-44,M,100,500,597.38
916,40-44,M,100,1000,597.38
916,40-44,M,101,0,0.66
916,40-44,M,101,5,8.88
916,40-44,M,101,10,16.73
916,40-44,M,101,20,35.55
916,40-44,M,101,30,50.72
916,40-44,M,101,40,67.11
916,40-44,M,101,50,87.70
916,40-44,M,101,100,178.74
916,40-44,M,101,200,342.99
916,40-44,M,101,300,504.48
916,40-44,M,101,400,586.46
916,40-44,M,101,500,599.34
916,40-44,M,101,1000,599.34
916,40-44,M,102,0,0.00
916,40-44,M,102,5,6.86
916,40-44,M,102,10,13.54
916,40-44,M,102,20,32.36
916,40-44,M,102,30,47.53
916,40-44,M,102,40,63.92
916,40-44,M,102,50,84.51
916,40-44,M,102,100,173.36
916,40-44,M,102,200,340.53
916,40-44,M,102,300,502.19
916,40-44,M,102,400,584.58
916,40-44,M,102,500,597.47
916,40-44,M,102,1000,597.47
916,40-44,M,103,0,0.00
916,40-44,M,103,5,5.89
916,40-44,M,103,10,12.58
916,40-44,M,103,20,30.61
916,40-44,M,103,30,45.78
916,40-44,M,103,40,62.17
916,40-44,M,103,50,82.76
916,40-44,M,103,100,171.95
916,40-44,M,103,200,339.47
916,40-44,M,103,300,501.14
916,40-44,M,103,400,583.53
916,40-44,M,103,500,596.41
916,40-44,M,103,1000,596.41
916,40-44,M,105,0,0.00
916,40-44,M,105,5,4.59
916,40-44,M,105,10,10.93
916,40-44,M,105,20,26.91
916,40-44,M,105,30,42.08
916,40-44,M,105,40,58.08
916,40-44,M,105,50,79.03
916,40-44,M,105,100,167.78
916,40-44,M,105,200,336.44
916,40-44,M,105,300,498.55
916,40-44,M,105,400,580.94
916,40-44,M,105,500,593.82
916,40-44,M,105,1000,593.82
916,40-44,M,107,0,0.00
916,40-44,M,107,5,2.02
916,40-44,M,107,10,8.71
916,40-44,M,107,20,26.81
916,40-44,M,107,30,41.98
916,40-44,M,107,40,58.37
916,40-44,M,107,50,79.64
916,40-44,M,107,100,169.56
916,40-44,M,107,200,337.98
916,40-44,M,107,300,499.18
916,40-44,M,107,400,582.29
916,40-44,M,107,500,595.17
916,40-44,M,107,1000,595.17
916,40-44,M,110,0,0.00
916,40-44,M,110,5,3.42
916,40-44,M,110,10,10.11
916,40-44,M,110,20,28.55
916,40-44,M,110,30,40.79
916,40-44,M,110,40,58.68
916,40-44,M,110,50,79.76
916,40-44,M,110,100,170.37
916,40-44,M,110,200,338.24
916,40-44,M,110,300,501.48
916,40-44,M,110,400,583.87
916,40-44,M,110,500,596.75
916,40-44,M,110,1000,596.75
916,40-44,M,111,0,0.68
916,40-44,M,111,5,7.79
916,40-44,M,111,10,14.47
916,40-44,M,111,20,33.29
916,40-44,M,111,30,48.47
916,40-44,M,111,40,64.86
916,40-44,M,111,50,85.65
916,40-44,M,111,100,174.28
916,40-44,M,111,200,341.44
916,40-44,M,111,300,503.11
916,40-44,M,111,400,585.11
916,40-44,M,111,500,597.99
916,40-44,M,111,1000,597.99
916,40-44,M,112,0,0.00
916,40-44,M,112,5,4.48
916,40-44,M,112,10,11.17
916,40-44,M,112,20,28.76
916,40-44,M,112,30,43.93
916,40-44,M,112,40,60.32
916,40-44,M,112,50,80.91
916,40-44,M,112,100,169.37
916,40-44,M,112,200,335.61
916,40-44,M,112,300,498.43
916,40-44,M,112,400,581.26
916,40-44,M,112,500,594.15
916,40-44,M,112,1000,594.15
916,40-44,M,113,0,0.00
916,40-44,M,113,5,6.37
916,40-44,M,113,10,12.31
916,40-44,M,113,20,31.12
916,40-44,M,113,30,46.59
916,40-44,M,113,40,62.98
916,40-44,M,113,50,83.57
916,40-44,M,113,100,172.42
916,40-44,M,113,200,339.82
916,40-44,M,113,300,501.49
916,40-44,M,113,400,584.29
916,40-44,M,113,500,597.17
916,40-44,M,113,1000,597.17
916,40-44,M,108,0,0.00
916,40-44,M,108,5,6.25
916,40-44,M,108,10,12.94
916,40-44,M,108,20,31.76
916,40-44,M,108,30,46.93
916,40-44,M,108,40,63.32
916,40-44,M,108,50,83.91
916,40-44,M,108,100,173.57
916,40-44,M,108,200,340.73
916,40-44,M,108,300,502.40
916,40-44,M,108,400,584.79
916,40-44,M,108,500,597.67
916,40-44,M,108,1000,597.67
916,40-44,M,109,0,0.00
916,40-44,M,109,5,4.37
916,40-44,M,109,10,11.06
916,40-44,M,109,20,29.88
916,40-44,M,109,30,44.17
916,40-44,M,109,40,60.15
916,40-44,M,109,50,80.74
916,40-44,M,109,100,168.10
916,40-44,M,109,200,337.41
916,40-44,M,109,300,501.61
916,40-44,M,109,400,585.20
916,40-44,M,109,500,596.20
916,40-44,M,109,1000,596.20
916,40-44,M,114,0,0.00
916,40-44,M,114,5,7.06
916,40-44,M,114,10,13.75
916,40-44,M,114,20,32.57
916,40-44,M,114,30,47.74
916,40-44,M,114,40,64.13
916,40-44,M,114,50,84.72
916,40-44,M,114,100,173.57
916,40-44,M,114,200,340.73
916,40-44,M,114,300,502.40
916,40-44,M,114,400,584.79
916,40-44,M,114,500,597.67
916,40-44,M,114,1000,597.67
916,40-44,M,104,0,0.00
916,40-44,M,104,5,7.60
916,40-44,M,104,10,14.29
916,40-44,M,104,20,33.11
916,40-44,M,104,30,48.28
916,40-44,M,104,40,64.67
916,40-44,M,104,50,85.26
916,40-44,M,104,100,178.13
916,40-44,M,104,200,344.36
916,40-44,M,104,300,505.77
916,40-44,M,104,400,588.17
916,40-44,M,104,500,601.05
916,40-44,M,104,1000,601.05
916,40-44,M,106,0,0.00
916,40-44,M,106,5,6.88
916,40-44,M,106,10,13.56
916,40-44,M,106,20,31.65
916,40-44,M,106,30,46.95
916,40-44,M,106,40,63.34
916,40-44,M,106,50,83.93
916,40-44,M,106,100,173.60
916,40-44,M,106,200,343.43
916,40-44,M,106,300,504.92
916,40-44,M,106,400,587.31
916,40-44,M,106,500,600.20
916,40-44,M,106,1000,600.20
916,40-44,F,15,0,0.00
916,40-44,F,15,5,6.61
916,40-44,F,15,10,11.92
916,40-44,F,15,20,31.58
916,40-44,F,15,30,42.65
916,40-44,F,15,40,55.41
916,40-44,F,15,50,69.42
916,40-44,F,15,100,140.27
916,40-44,F,15,200,288.23
916,40-44,F,15,300,446.87
916,40-44,F,15,400,538.67
916,40-44,F,15,500,556.56
916,40-44,F,15,1000,556.56
916,40-44,F,16,0,0.01
916,40-44,F,16,5,6.54
916,40-44,F,16,10,11.85
916,40-44,F,16,20,30.63
916,40-44,F,16,30,45.36
916,40-44,F,16,40,58.55
916,40-44,F,16,50,73.83
916,40-44,F,16,100,151.84
916,40-44,F,16,200,295.93
916,40-44,F,16,300,454.41
916,40-44,F,16,400,543.07
916,40-44,F,16,500,560.95
916,40-44,F,16,1000,560.95
916,40-44,F,20,0,0.00
916,40-44,F,20,5,6.50
916,40-44,F,20,10,11.81
916,40-44,F,20,20,30.69
916,40-44,F,20,30,43.68
916,40-44,F,20,40,57.12
916,40-44,F,20,50,70.71
916,40-44,F,20,100,141.31
916,40-44,F,20,200,284.95
916,40-44,F,20,300,442.56
916,40-44,F,20,400,534.36
916,40-44,F,20,500,552.25
916,40-44,F,20,1000,552.25
916,40-44,F,28,0,0.00
916,40-44,F,28,5,6.36
916,40-44,F,28,10,11.12
916,40-44,F,28,20,30.00
916,40-44,F,28,30,42.98
916,40-44,F,28,40,56.42
916,40-44,F,28,50,69.91
916,40-44,F,28,100,144.12
916,40-44,F,28,200,281.05
916,40-44,F,28,300,440.82
916,40-44,F,28,400,533.64
916,40-44,F,28,500,551.53
916,40-44,F,28,1000,551.53
916,40-44,F,29,0,0.00
916,40-44,F,29,5,6.28
916,40-44,F,29,10,11.59
916,40-44,F,29,20,30.46
916,40-44,F,29,30,44.15
916,40-44,F,29,40,52.92
916,40-44,F,29,50,66.38
916,40-44,F,29,100,139.16
916,40-44,F,29,200,282.34
916,40-44,F,29,300,420.85
916,40-44,F,29,400,512.66
916,40-44,F,29,500,530.54
916,40-44,F,29,1000,530.54
916,40-44,F,27,0,0.49
916,40-44,F,27,5,7.63
916,40-44,F,27,10,12.94
916,40-44,F,27,20,31.88
916,40-44,F,27,30,43.80
916,40-44,F,27,40,56.50
916,40-44,F,27,50,70.09
916,40-44,F,27,100,145.20
916,40-44,F,27,200,289.43
916,40-44,F,27,300,449.27
916,40-44,F,27,400,541.07
916,40-44,F,27,500,559.30
916,40-44,F,27,1000,559.30
916,40-44,F,31,0,0.13
916,40-44,F,31,5,7.08
916,40-44,F,31,10,12.39
916,40-44,F,31,20,31.26
916,40-44,F,31,30,44.25
916,40-44,F,31,40,57.69
916,40-44,F,31,50,71.20
916,40-44,F,31,100,145.76
916,40-44,F,31,200,288.76
916,40-44,F,31,300,446.36
916,40-44,F,31,400,538.17
916,40-44,F,31,500,556.05
916,40-44,F,31,1000,556.05
916,40-44,F,7,0,0.00
916,40-44,F,7,5,6.23
916,40-44,F,7,10,11.54
916,40-44,F,7,20,30.42
916,40-44,F,7,30,43.40
916,40-44,F,7,40,56.84
916,40-44,F,7,50,70.44
916,40-44,F,7,100,145.39
916,40-44,F,7,200,288.62
916,40-44,F,7,300,446.22
916,40-44,F,7,400,538.02
916,40-44,F,7,500,555.91
916,40-44,F,7,1000,555.91
916,40-44,F,30,0,0.18
916,40-44,F,30,5,6.71
916,40-44,F,30,10,12.02
916,40-44,F,30,20,30.89
916,40-44,F,30,30,43.29
916,40-44,F,30,40,57.32
916,40-44,F,30,50,70.92
916,40-44,F,30,100,145.87
916,40-44,F,30,200,288.76
916,40-44,F,30,300,446.36
916,40-44,F,30,400,538.17
916,40-44,F,30,500,556.05
916,40-44,F,30,1000,556.05
916,40-44,F,24,0,0.43
916,40-44,F,24,5,6.95
916,40-44,F,24,10,12.26
916,40-44,F,24,20,31.97
916,40-44,F,24,30,43.61
916,40-44,F,24,40,56.81
916,40-44,F,24,50,70.22
916,40-44,F,24,100,144.86
916,40-44,F,24,200,288.08
916,40-44,F,24,300,445.69
916,40-44,F,24,400,537.49
916,40-44,F,24,500,555.38
916,40-44,F,24,1000,555.38
916,40-44,F,21,0,0.13
916,40-44,F,21,5,6.59
916,40-44,F,21,10,12.33
916,40-44,F,21,20,32.06
916,40-44,F,21,30,46.80
916,40-44,F,21,40,60.24
916,40-44,F,21,50,72.71
916,40-44,F,21,100,146.14
916,40-44,F,21,200,289.99
916,40-44,F,21,300,446.50
916,40-44,F,21,400,538.30
916,40-44,F,21,500,556.19
916,40-44,F,21,1000,556.19
916,40-44,F,32,0,0.00
916,40-44,F,32,5,6.56
916,40-44,F,32,10,11.87
916,40-44,F,32,20,30.75
916,40-44,F,32,30,45.22
916,40-44,F,32,40,61.83
916,40-44,F,32,50,75.76
916,40-44,F,32,100,149.63
916,40-44,F,32,200,293.98
916,40-44,F,32,300,450.90
916,40-44,F,32,400,541.32
916,40-44,F,32,500,559.20
916,40-44,F,32,1000,559.20
916,40-44,F,18,0,0.18
916,40-44,F,18,5,6.98
916,40-44,F,18,10,12.29
916,40-44,F,18,20,31.28
916,40-44,F,18,30,47.78
916,40-44,F,18,40,62.33
916,40-44,F,18,50,75.94
916,40-44,F,18,100,158.57
916,40-44,F,18,200,303.34
916,40-44,F,18,300,464.12
916,40-44,F,18,400,552.20
916,40-44,F,18,500,570.09
916,40-44,F,18,1000,570.09
916,40-44,F,63,0,0.48
916,40-44,F,63,5,7.14
916,40-44,F,63,10,12.45
916,40-44,F,63,20,31.33
916,40-44,F,63,30,44.95
916,40-44,F,63,40,58.75
916,40-44,F,63,50,72.78
916,40-44,F,63,100,148.44
916,40-44,F,63,200,285.43
916,40-44,F,63,300,438.20
916,40-44,F,63,400,530.00
916,40-44,F,63,500,547.89
916,40-44,F,63,1000,547.89
916,40-44,F,65,0,0.00
916,40-44,F,65,5,6.13
916,40-44,F,65,10,11.44
916,40-44,F,65,20,30.32
916,40-44,F,65,30,43.05
916,40-44,F,65,40,53.79
916,40-44,F,65,50,67.39
916,40-44,F,65,100,142.74
916,40-44,F,65,200,286.25
916,40-44,F,65,300,443.86
916,40-44,F,65,400,535.66
916,40-44,F,65,500,553.55
916,40-44,F,65,1000,553.55
916,40-44,F,25,0,0.00
916,40-44,F,25,5,4.44
916,40-44,F,25,10,9.75
916,40-44,F,25,20,28.57
916,40-44,F,25,30,40.97
916,40-44,F,25,40,54.41
916,40-44,F,25,50,68.00
916,40-44,F,25,100,143.60
916,40-44,F,25,200,287.01
916,40-44,F,25,300,444.22
916,40-44,F,25,400,536.47
916,40-44,F,25,500,554.36
916,40-44,F,25,1000,554.36
916,40-44,F,10,0,0.00
916,40-44,F,10,5,6.51
916,40-44,F,10,10,11.82
916,40-44,F,10,20,30.69
916,40-44,F,10,30,43.68
916,40-44,F,10,40,56.91
916,40-44,F,10,50,70.90
916,40-44,F,10,100,148.93
916,40-44,F,10,200,285.82
916,40-44,F,10,300,384.42
916,40-44,F,10,400,456.22
916,40-44,F,10,500,474.11
916,40-44,F,10,1000,474.11
916,40-44,F,19,0,0.54
916,40-44,F,19,5,7.07
916,40-44,F,19,10,12.38
916,40-44,F,19,20,30.28
916,40-44,F,19,30,43.27
916,40-44,F,19,40,56.31
916,40-44,F,19,50,70.24
916,40-44,F,19,100,149.69
916,40-44,F,19,200,290.41
916,40-44,F,19,300,448.01
916,40-44,F,19,400,539.64
916,40-44,F,19,500,557.52
916,40-44,F,19,1000,557.52
916,40-44,F,26,0,0.00
916,40-44,F,26,5,6.52
916,40-44,F,26,10,11.83
916,40-44,F,26,20,30.71
916,40-44,F,26,30,43.70
916,40-44,F,26,40,57.14
916,40-44,F,26,50,71.75
916,40-44,F,26,100,143.99
916,40-44,F,26,200,284.63
916,40-44,F,26,300,443.12
916,40-44,F,26,400,534.77
916,40-44,F,26,500,552.66
916,40-44,F,26,1000,552.66
916,40-44,F,36,0,0.00
